label,count,mean,std,min,25%,50%,75%,max
case,248746.0,1.5690740394940081,0.6695305177096209,-1.3722903198025862,1.116741411564961,1.5685366789301591,2.021503201277408,4.64247518885551
control,248770.0,0.38288854631154823,0.6679125980024254,-2.9145011466775204,-0.06921945731746286,0.3835468650461187,0.8337579482976512,3.4277955768395496
